instance_id,question_id,question,answer,prediction,is_correct,is_intended_answer
dm-test-e470f0a87d7513bf880412524332047020422c3f,37543f32-ada9-47a7-ba64-e309514fe271,"A jacket and full skirt ensemble worn in several key scenes in what movie has fetched $ 137,000 at auction?",the 1939 movie,the classic 1939 movie,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,96f93b0b-61a6-40d4-9531-8d22496453c2,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,a jacket and full skirt ensemble,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,02f55a2d-f41d-468b-be7c-1b232c154b62,"A jacket and full skirt ensemble worn in what 1939 movie has fetched $ 137,000 at auction?",several key scenes,Gone With The Wind,TRUE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,37543f32-ada9-47a7-ba64-e309514fe271,"A jacket and full skirt ensemble worn in several key scenes in what movie has fetched $ 137,000 at auction?",the 1939 movie,Gone With The Wind,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,0dafbb7b-e365-4361-8778-6869300d3fbc,What color has faded over time to become light gray?,its original slate blue - gray color,original slate blue,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,5302f75e-2faa-4b51-a9f0-423943922c65,"A jacket and what ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",full skirt,skirt,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,96f93b0b-61a6-40d4-9531-8d22496453c2,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,jacket and full skirt,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,1fb39ac5-76a1-46db-a84e-b157aa0336b8,Who was held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,The child,the boy,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,fcc5c748-b6aa-47ab-9c41-a7ee2e482882,Who held the child when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,his mother,the boy 's mother,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,e819fe1b-1ce6-4abe-a1e5-2b8cbfd7b54a,How far was the child held by his mother when he slipped and fell into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,between 10 and 12 ft,12 ft,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,fb69a385-f887-43e1-9082-98efb2d3836e,The child was held by his mother when he slipped and fell between 10 and 12 ft into what on Saturday around 3 pm at the Cleveland Metroparks Zoo?,the pit,a cheetah exhibit,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,dd012768-ccf4-4f62-8324-c5ed794594aa,He was rescued by his parents before emergency responders arrived on the scene ; what did he suffer from?,minor bruises,minor injuries,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,156213b9-0ecc-4343-b37e-afe816b1335e,He was rescued by his parents before emergency responders arrived on the scene ; he suffered from minor bruises and what?,bumps,minor injuries,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,79bb045f-328f-422f-9d67-168c1022a3d6,Who seemed to ignore the boy and his parents while in the pit?,The cheetahs,the fast feline,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,46ad31b2-8c7f-49a1-a63a-6e1caa583c00,Who did the cheetahs seem to ignore while in the pit?,his parents,the boy,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,2973fdb2-2642-4338-8265-7701330b3de6,Where did the cheetahs seem to ignore the boy and his parents?,the pit,a cheetah exhibit,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,fb69a385-f887-43e1-9082-98efb2d3836e,The child was held by his mother when he slipped and fell between 10 and 12 ft into what on Saturday around 3 pm at the Cleveland Metroparks Zoo?,the pit,the cheetah pit,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,cb8f3ace-6159-4691-899b-d7e7ef635656,Who was rescued by his parents before emergency responders arrived on the scene?,He,The boy,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,8ad92518-5874-44bc-8a80-51e6da1e83b9,Before whom was he rescued by his parents?,emergency responders,paramedics,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,46f76763-dace-48f3-85a1-a4d54607be42,Who was rescued by his parents before emergency responders arrived on the scene?,he,The boy,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,dd012768-ccf4-4f62-8324-c5ed794594aa,He was rescued by his parents before emergency responders arrived on the scene ; what did he suffer from?,minor bruises,minor bumps and bruises,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,1fb39ac5-76a1-46db-a84e-b157aa0336b8,Who was held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,The child,the toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,cb8f3ace-6159-4691-899b-d7e7ef635656,Who was rescued by his parents before emergency responders arrived on the scene?,He,the toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,46f76763-dace-48f3-85a1-a4d54607be42,Who was rescued by his parents before emergency responders arrived on the scene?,he,the toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,dd012768-ccf4-4f62-8324-c5ed794594aa,He was rescued by his parents before emergency responders arrived on the scene ; what did he suffer from?,minor bruises,a leg injury,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,156213b9-0ecc-4343-b37e-afe816b1335e,He was rescued by his parents before emergency responders arrived on the scene ; he suffered from minor bruises and what?,bumps,a leg injury,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,79bb045f-328f-422f-9d67-168c1022a3d6,Who seemed to ignore the boy and his parents while in the pit?,The cheetahs,the felines,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,6b3679fd-a903-42ce-8709-94ded0d0a63b,Who did the cheetahs seem to ignore while in the pit?,the boy,the child,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,46ad31b2-8c7f-49a1-a63a-6e1caa583c00,Who did the cheetahs seem to ignore while in the pit?,his parents,the child,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,1fb39ac5-76a1-46db-a84e-b157aa0336b8,Who was held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,The child,Toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,fb69a385-f887-43e1-9082-98efb2d3836e,The child was held by his mother when he slipped and fell between 10 and 12 ft into what on Saturday around 3 pm at the Cleveland Metroparks Zoo?,the pit,cheetah exhibit,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,b536dc5d-6c19-4609-9560-de22c55fed03,Where was the child held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm?,the Cleveland Metroparks Zoo,Cleveland Metroparks Zoo,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,cb8f3ace-6159-4691-899b-d7e7ef635656,Who was rescued by his parents before emergency responders arrived on the scene?,He,Toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,46f76763-dace-48f3-85a1-a4d54607be42,Who was rescued by his parents before emergency responders arrived on the scene?,he,Toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,79bb045f-328f-422f-9d67-168c1022a3d6,Who seemed to ignore the boy and his parents while in the pit?,The cheetahs,Cheetahs,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,0b868f88-576a-46ff-b997-833c1e8fbbad,"Where is the billboard erected that features the smiling face of officer Pablo Torres after he shot dead Aaron Siler, 26, last month?",Kenosha,"kenosham , wisconsin",TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,190dba41-f2d9-4a2e-b319-35057747a8a9,"The billboard erected in Kenosha, Wisconsin, features the smiling face of officer Pablo Torres after who shot dead Aaron Siler, 26, last month?",he,pablo torres,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,d34e6270-65b0-416e-9f47-2981f4df72fa,"The billboard erected in Kenosha, Wisconsin, features the smiling face of officer Pablo Torres after he shot who, 26, last month?",dead Aaron Siler,aaron siler,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,e86e2753-213b-42e8-bcc5-008743f388cc,Torres is currently on leave while what is being held into the deadly shooting?,an investigation,the investigation,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,dfc1a5ac-e36c-4688-9633-cbc0972527f1,"The billboard erected in Kenosha, Wisconsin, features the smiling face of who after he shot dead Aaron Siler, 26, last month?",officer Pablo Torres,Pablo Torres,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,e86e2753-213b-42e8-bcc5-008743f388cc,Torres is currently on leave while what is being held into the deadly shooting?,an investigation,investigation,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,190dba41-f2d9-4a2e-b319-35057747a8a9,"The billboard erected in Kenosha, Wisconsin, features the smiling face of officer Pablo Torres after who shot dead Aaron Siler, 26, last month?",he,torres,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,cbffcf0d-c3b6-4a27-b2f2-64cb2f090557,"The billboard erected in Kenosha, Wisconsin, features what of officer Pablo Torres after he shot dead Aaron Siler, 26, last month?",the smiling face,a photograph,TRUE,FALSE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,dfc1a5ac-e36c-4688-9633-cbc0972527f1,"The billboard erected in Kenosha, Wisconsin, features the smiling face of who after he shot dead Aaron Siler, 26, last month?",officer Pablo Torres,Torres,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,c3629c28-ae15-431f-8fad-8e3837425857,Who has called the billboard'disrespectful'and is asking for it be taken down?,Siler 's family,Siler 's family and friends,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,38787a95-6767-478c-a8af-2a423e714b3f,How many matches was No 8 initially suspended for?,three matches,three,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,908fb3a1-b06c-453d-a836-73976c4fff7c,Who accidentally knocked out George North during Northampton's 52 - 30 victory against Wasps on March 27?,Nathan Hughes,Hughes,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,4f5f6729-7b4f-45a6-b7c7-809720955115,When did Nathan Hughes accidentally knock out George North during Northampton's 52 - 30 victory against Wasps?,March,March 27,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,64b839cb-6dfb-45dc-b519-f544754b8db1,Who picked out his nerf toy gun on security scan?,X - ray machine,airport security,TRUE,FALSE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,f3e73f98-c62f-412f-8d08-b573779b6814,Four - year - old was then patted down and forced to hand over what?,toy,his plastic nerf gun,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,ceecd7be-3478-45cb-91ae-cd677bdd32d4,"Who insist they have offered to post the item back to boy's home in Doncaster, South Yorkshire?",Airport,a spokesperson,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,cea91fcc-fc49-479a-b3ef-5e9b1dcfdf70,"Who does the airport insist has offered to post the item back to boy's home in Doncaster, South Yorkshire?",they,We,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,bc0ca82c-1cd0-4bc3-b98c-b65f6d17e77a,"What do airport insist they have offered to post back to boy's home in Doncaster, South Yorkshire?",the item,the toy,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,e504853a-197b-4222-b2cb-e8f006d5cac7,Who was James Hayward flying with to Lanzarote?,parents,his parents,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,c75737e3-11ad-45b3-9cdd-6b73db89f5a4,With what parents was James Hayward flying to Lanzarote?,Phil,his,TRUE,FALSE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,e504853a-197b-4222-b2cb-e8f006d5cac7,Who was James Hayward flying with to Lanzarote?,parents,father,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,f3e73f98-c62f-412f-8d08-b573779b6814,Four - year - old was then patted down and forced to hand over what?,toy,his Nerf gun,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,688d3d63-d50f-4c83-84cf-261715033af8,Who has urged his players to focus on their own run - in?,Nigel Pearson,Pearson,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,68c96e1b-0a9f-468d-b362-773b61bffd71,What has Nigel Pearson urged his players to focus on?,their own run - in,their own job,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,8ae60bd1-c84c-4cfe-afee-e31308ec34dd,Who has won back - to - back league games to boost survival hopes?,Leicester,the foxes,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,a5955ee9-8912-45ab-a1a4-6aa4734693e7,Who is the latest team to be linked with Javier Hernandez?,MLS team Orlando City,orlando city,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,81c4a91a-a600-4873-b3cd-30207381b7a3,Which MLS team is linked with Javier Hernandez?,the latest team,orlando city,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,1da437a8-1c17-442c-9059-6fd22460cf8e,Who is the latest team to be linked with?,Javier Hernandez,orlando city,FALSE,FALSE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,465fc17d-f5dc-41ee-95b2-974b323afed8,What have United made to Andreas Pereira?,an improved contract offer,a revised contract offer,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,27624cbc-0b3b-48eb-8d59-0d3e2391be76,Where did the incident occur on April 7 north of Poland?,the Baltic Sea,international airspace,TRUE,FALSE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,0fb6b5e6-f13a-4e0c-bf1b-373f4a22befb,Who says plane was in international airspace?,U.S.,pentagon,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,fa9f720c-11ce-4e4f-93c1-79667f95039b,When did the incident occur north of Poland in the Baltic Sea?,April,tuesday,TRUE,FALSE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,27624cbc-0b3b-48eb-8d59-0d3e2391be76,Where did the incident occur on April 7 north of Poland?,the Baltic Sea,over the baltic sea,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,0fb6b5e6-f13a-4e0c-bf1b-373f4a22befb,Who says plane was in international airspace?,U.S.,the pentagon,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,2bb49a7a-3286-46db-bcd4-dec9815bae54,Who says two passengers died in an apparent murder - suicide?,Holland America,the cruise line,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,9e73c334-c796-4f7d-96da-07c296439e6e,How many people does Holland America say died in an apparent murder - suicide?,two passengers,two,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,3c58cda3-830e-4d8e-9032-a955e675ab75,How does Holland America say two passengers died?,an apparent murder - suicide,murder - suicide,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,f8818784-405a-4e92-87cc-d213c02c4ce9,Who did Thierry Henry hit out at after Chelsea draw?,Arsenal striker Olivier Giroud,olivier giroud,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,10ef4dc0-e37c-4f05-a226-4cfc9836b43b,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,a jacket and full skirt ensemble,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,f52c3e89-5938-4941-baad-d09808a8a08a,"A jacket and full skirt ensemble worn in what 1939 movie has fetched $ 137,000 at auction?",several key scenes,gone with the wind,TRUE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,96d73f77-2115-422e-8b88-601a93814910,"A jacket and full skirt ensemble worn in several key scenes in what movie has fetched $ 137,000 at auction?",the 1939 movie,gone with the wind,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,10ef4dc0-e37c-4f05-a226-4cfc9836b43b,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,the dress,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,10ef4dc0-e37c-4f05-a226-4cfc9836b43b,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,an outfit,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,5d3b7839-f3ef-495e-84a8-995dfb201ff9,What color has faded over time to become light gray?,its original slate blue - gray color,original slate blue - gray,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,9c8c707b-6345-40ef-a999-932919014075,"A jacket and what ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",full skirt,skirt,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,10ef4dc0-e37c-4f05-a226-4cfc9836b43b,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,the outfit,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,10ef4dc0-e37c-4f05-a226-4cfc9836b43b,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,a dress,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,10ef4dc0-e37c-4f05-a226-4cfc9836b43b,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,gray jacket and skirt,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,c61bacc8-bc9c-4056-9336-e432a643ecb7,Who was held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,The child,the toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,3e9c35b4-3eee-4251-b7c3-f1c0e70f97b8,Where was the child held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm?,the Cleveland Metroparks Zoo,cleveland metroparks zoo,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,880e5c45-39f0-45d9-a5fe-a5000aa91b83,Who was rescued by his parents before emergency responders arrived on the scene?,He,the toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,07372df3-f00a-4e65-8a26-c88c433dc39b,Before whom was he rescued by his parents?,emergency responders,paramedics,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,2939afb6-b7e0-4023-9e45-b0127a5396e7,Who was rescued by his parents before emergency responders arrived on the scene?,he,the toddler,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,a9e74993-c35d-4532-b1e6-9c9e4b4e9b7b,He was rescued by his parents before emergency responders arrived on the scene ; what did he suffer from?,minor bruises,a leg injury,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,7786504f-ee8c-45f8-ab94-2c960e0bdca4,He was rescued by his parents before emergency responders arrived on the scene ; he suffered from minor bruises and what?,bumps,a leg injury,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,aca021e8-e48a-41ad-a1ac-16b377aa8ec6,Who seemed to ignore the boy and his parents while in the pit?,The cheetahs,the felines,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,dc75166d-cc20-40f5-8be2-1edb3ace2be8,Who did the cheetahs seem to ignore while in the pit?,the boy,the child,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,d7f3a44c-3d3b-4a72-a968-b01bf840ea08,Who did the cheetahs seem to ignore while in the pit?,his parents,the child,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,518824e2-946b-4e78-b48a-7f0ad38c8965,Who plans to press child endangerment charges?,Zoo,dr christopher kuhar,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,57a87765-4568-4c02-a47b-0be82ec85623,What does Zoo plan to press?,child endangerment charges,charges,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,518824e2-946b-4e78-b48a-7f0ad38c8965,Who plans to press child endangerment charges?,Zoo,the zoo,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,c61bacc8-bc9c-4056-9336-e432a643ecb7,Who was held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,The child,the two - year - old boy,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,16bdb167-b6a2-44e3-adf2-b9b5815d5238,Who held the child when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,his mother,mother,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,a9e74993-c35d-4532-b1e6-9c9e4b4e9b7b,He was rescued by his parents before emergency responders arrived on the scene ; what did he suffer from?,minor bruises,leg injury,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,7786504f-ee8c-45f8-ab94-2c960e0bdca4,He was rescued by his parents before emergency responders arrived on the scene ; he suffered from minor bruises and what?,bumps,leg injury,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,16bdb167-b6a2-44e3-adf2-b9b5815d5238,Who held the child when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,his mother,the toddler 's mother,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,a521a119-6c07-4df7-a734-1da35bf92d83,How far was the child held by his mother when he slipped and fell into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,between 10 and 12 ft,10 to 12 ft,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,880e5c45-39f0-45d9-a5fe-a5000aa91b83,Who was rescued by his parents before emergency responders arrived on the scene?,He,the child,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,07372df3-f00a-4e65-8a26-c88c433dc39b,Before whom was he rescued by his parents?,emergency responders,firefighters and paramedics,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,2939afb6-b7e0-4023-9e45-b0127a5396e7,Who was rescued by his parents before emergency responders arrived on the scene?,he,the child,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,a9e74993-c35d-4532-b1e6-9c9e4b4e9b7b,He was rescued by his parents before emergency responders arrived on the scene ; what did he suffer from?,minor bruises,minor bumps and bruises,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,dc75166d-cc20-40f5-8be2-1edb3ace2be8,Who did the cheetahs seem to ignore while in the pit?,the boy,the boy or his parents,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,d7f3a44c-3d3b-4a72-a968-b01bf840ea08,Who did the cheetahs seem to ignore while in the pit?,his parents,the boy or his parents,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,c61bacc8-bc9c-4056-9336-e432a643ecb7,Who was held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,The child,boy,TRUE,TRUE
